name,glrm_rp,glrm_sre,glrm_lre,glrm_gln,glrm_rln,glrm_lgre,glrm_hgre,glrm_srlge,glrm_srhge,glrm_lrlge,glrm_lrhge,class
RT8_14.jpg,0.00250244140625,3042500069.918835,328.1707317073171,2192609.0853658537,15924957.804878049,60977.536139530835,104853.5487804878,3042500000.321447,802701481403.5032,1.4453725377644613,84514.03658536586,tijolos
RT8_1.jpg,0.002532958984375,2784216943.862326,597.3373493975904,2543149.481927711,13777429.843373494,1.686207259719358,110779.71686746988,2784216867.8112206,820677368549.97,2.667862108861472,144105.55421686746,tijolos
RT8_39.jpg,0.0033416748046875,1854520613.2820654,1022.1780821917808,2491216.602739726,8432006.401826484,1.2895390819515067,84117.81278538813,1854520548.2370656,556361386984.2971,4.874273683294759,231465.7397260274,tijolos
RT8_2.jpg,0.0027923583984375,2314262369.346038,1101.4699453551912,2560099.6284153005,10764411.890710382,1.5612751713051063,95723.5956284153,2314262295.421697,659641329568261,5.3123624715130005,241932.7868852459,tijolos
RT8_3.jpg,0.003204345703125,2036714353.7365124,705.7523809523809,2103240.3904761905,9629298.447619047,1.3282611965510513,85157.37142857142,2036714286.0032039,565366636978.7296,2.815180423690917,192692.7619047619,tijolos
RT8_37.jpg,0.0017547607421875,4398434880.020695,377.30434782608694,3845435.7739130436,23261583.965217393,2.609411685977198,148432.9043478261,4398434783.037155,1164633241643.1077,1.7491553617467424,88522.55652173913,tijolos
RT8_21.jpg,0.0025634765625,2845535786.558153,484.55357142857144,2487488.6428571427,14420762.023809524,1.698570124171227,107187.25,2845535714.6051188,808276625498.7745,2.178463498946622,116095.03571428571,tijolos
RT8_29.jpg,0.0021209716796875,3616043246.9229255,354.1798561151079,2936518.5323741008,19031018.258992806,2.178370976281136,125204.64748201439,3616043165.831474,972231963228.4269,1.5161740645398312,90243.35251798561,tijolos
RT8_27.jpg,0.0027923583984375,2649617550.979477,481.1584699453552,2255184.9289617487,13557451.322404372,109291.17928807808,99482.043715847,2649617486.611354,744841547422.0883,1.8919425043967364,130754.7650273224,tijolos
RT8_8.jpg,0.0032806396484375,2030930295.691315,684.1906976744186,1710897.5906976743,9678376.65116279,1.665828267110345,74727.12093023256,2030930232.919458,533627921091003,4.304260998212297,124010.7534883721,tijolos
RT8_23.jpg,0.0025482177734375,2898143786.3689084,399.6167664670659,2501858.982035928,14871234.443113772,1.7879077479314018,104626.07185628742,2898143712.9049373,786533851172122,1.7561656854476018,100445.02395209581,tijolos
RT8_12.jpg,0.0031280517578125,2153024458.125175,564.5707317073171,1880927.8146341464,10391263.609756097,1.5493411637055168,80524.12195121951,2153024390.5730925,555916406554.0796,2.675918326313368,137809.43414634146,tijolos
